primary_segment;cup;cig;title;category;region;province;municipality;value_eur;client;contractors;contractor_tax_codes;award_amount_eur;award_share_pct;award_weight;ratio_note;award_date;award_result;award_criteria;award_discount;admitted_offers;bidders_count;subcontracting;included_services;id_aggiudicazione;source_url
Edilizia;I54J08000010009;0821842D75;PORTO DI AUGUSTA;Residenziale pubblico / ERS;SICILIA;SIRACUSA;AUGUSTA;38700000.0;AUTORITÀ DI SISTEMA PORTUALE DEL MARE DI SICILIA ORIENTALE;VALORI S.C.A R.L. - CONSORZIO STABILE IN SIGLA VALORI - S.C. A R. L.;08066951008;30670042.11;79.25075480620156;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2013-04-22;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;11.666;2;2;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);415031;https://www.opencup.gov.it/portale/progetto/-/cup/I54J08000010009
Impiantisti sottoservizi;E63H05000030005;04689226AB;3SUB3 - INTERCONNESSIONE DELL'ACQUEDOTTO DELLA ROMAGNA CON GLI IMPIANTI DELL'AREA RAVENNATE - POTABILIZZATORE DELLA STANDIANA;Ambiente / rifiuti / depurazione;EMILIA-ROMAGNA;RAVENNA;RAVENNA;37550000.0;ROMAGNA ACQUE - SOCIETA' DELLE FONTI S.P.A.;"CONSORZIO COOPERATIVE COSTRUZIONI - CCC SOCIETA' COOPERATIVA IN F ORMA ABBREVIATA CCC - SOCIETA' COOPERATIVA (MANDANTE) | CONSORZIO NAZIONALE COOPERATIVE DI PRODUZIONE E LAVORO CIRO MENOTTI SOCIETA' COOPERATIVA PER AZIONI (MANDANTE) | TORRICELLI S.R.L. (MANDATARIA) | COOPERATIVA MURATORI &AMP; CEMENTISTI C.M.C. DI RAVENNA SOCIETA' COOPERATIVA (MANDANTE) | SUEZ ITALY S.P.A. (MANDANTE)";00084280395 | 00281620377 | 00819360157 | 00966060378 | 02079900409;30396624.0;80.9497310252996;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-10-04;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;10.69;1;2;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);966274;https://www.opencup.gov.it/portale/progetto/-/cup/E63H05000030005
Edilizia;B34E20000300001;90565315CE;OSPEDALE DI BELLUNO;Sanità / RSA;VENETO;BELLUNO;BELLUNO;45175084.0;AZIENDA ULSS N.1 DOLOMITI - BELLUNO -;ITALIANA COSTRUZIONI - SOCIETA' PER AZIONI;03798481002;30214742.423;66.88364414109336;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2022-04-15;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;15.89;1;2;true;SOLA ESECUZIONE;2227272;https://www.opencup.gov.it/portale/progetto/-/cup/B34E20000300001
Lavori pubblici strade;D31B09000010002;0290112FFA;STRADA REGIONALE DI COLLEGAMENTO TRA PEZZOMEGHE A VISOMELLE;Infrastrutture / parcheggi;VENETO;BELLUNO;BELLUNO;45322486.0;VENETO STRADE SPA;OBEROSLER CAV. PIETRO SRL - IN LIQUDAZIONE (MANDATARIA) | S.A.C.A.I.M. SOCIETA' PER AZIONI CEMENTI ARMATI ING. MANTELLI (MANDANTE) | DEON S.P.A. (MANDANTE);00514490259 | 01286010226 | 03134600273;30074767.81;66.35727751121155;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2010-02-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;35.031;14;14;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);42096;https://www.opencup.gov.it/portale/progetto/-/cup/D31B09000010002
Lavori pubblici strade;F31B07000310001;01065442E3;S.S. N. 14 DELLA VENEZIA GIULIA;Infrastrutture / parcheggi;VENETO;VENEZIA;PORTOGRUARO;49239000.0;ANAS S.P.A.;CALLALTA S.P.A. IN LIQUIDAZIONE (MANDANTE) | EDILKI S.R.L. IN LIQUIDAZIONE (MANDANTE) | S.A.F.A.B. S.P.A. | COSTRUZIONI SACRAMATI S.P.A. (MANDATARIA) | BEOZZO COSTRUZIONI S.R.L. (MANDANTE);00231160268 | 00796460293 | 02238080234 | 03164870267 | 03512171004;29964520.95;60.85525894108329;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-12-05;AGGIUDICATA;PREZZO PIU' BASSO;0.0;0;0;true;SOLA ESECUZIONE;280034;https://www.opencup.gov.it/portale/progetto/-/cup/F31B07000310001
Impiantisti sottoservizi;E51E22000130004;9775489CB5;GESTIONE DEI RIFIUTI URBANI NEI 18 COMUNI DEL SUBATO A - SOTTOAMBITO TERRITORIALE OTTIMALE A;Ambiente / rifiuti / depurazione;VALLE D'AOSTA;AOSTA;COURMAYEUR;41000000.0;COMUNITA' MONTANA GRAND PARADIS;QUENDOZ S.R.L. (MANDANTE) | APRICA S.P.A. (MANDATARIA);00802250175 | 01013530074;29803009.81;72.69026782926828;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2023-11-28;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;4.66;4;4;true;SOLA ESECUZIONE;2909241;https://www.opencup.gov.it/portale/progetto/-/cup/E51E22000130004
Edilizia;B62C21001570001;992833513B;RIQUALIFICAZIONE COMPRENSORIO N.10 DI ERP A PONTIFELLI NAPOLI;Riqualificazione urbana;CAMPANIA;NAPOLI;NAPOLI;37042589.0;COMUNE DI NAPOLI - NA -;OPERAZIONE S.R.L.;06343891211;29715332.95;80.21937384020323;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2023-06-28;AGGIUDICATA;;0.0;0;0;true;;2831534;https://www.opencup.gov.it/portale/progetto/-/cup/B62C21001570001
Edilizia;J14I12000000004;42562321C2;"EDIFICI SCOLASTICI; EDIFICI AD USO PUBBLICO; PALESTRE ED IMPIANTI SPORTIVI, CASE COMUNALI";Riqualificazione urbana;LOMBARDIA;COMO;COMO;45040000.0;COMUNE DI COMO - CO -;CPL CONCORDIA SOCIETA' COOPERATIVA (MANDANTE) | IES LOGISTIC SERVICES S.R.L. (MANDATARIA);00154950364 | 00419700133;29715192.38;65.97511629662523;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2015-03-12;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;0.0;4;4;true;SOLA ESECUZIONE;1715688;https://www.opencup.gov.it/portale/progetto/-/cup/J14I12000000004
Edilizia;G83I22000410007;9486043253;CASERMA PEPICELLI, VIALE ATLANTICI, BENEVENTO;Scuole / formazione;CAMPANIA;BENEVENTO;BENEVENTO;43775893.0;MINISTERO DELL'ECONOMIA E DELLE FINANZE;ITALIANA COSTRUZIONI - SOCIETA' PER AZIONI;03798481002;29696416.029;67.83737348087907;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2023-05-09;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;15.9;7;10;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);2650064;https://www.opencup.gov.it/portale/progetto/-/cup/G83I22000410007
Lavori pubblici strade;H81B21008560001;A01E0ED030;STRADA PROVINCIALE ORAZIANA 5°LOTTO;Infrastrutture / parcheggi;BASILICATA;POTENZA;VENOSA;45000000.0;AMMINISTRAZIONE PROVINCIALE DI POTENZA;MANCUSI S.P.A. (MANDANTE) | RICCIARDELLO COSTRUZIONI S.P.A. (MANDATARIA);01730680764 | 02987670839;29572169.3;65.71593177777778;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2024-12-19;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: CRITERIO DEL MINOR PREZZO;19.717;9;9;true;SOLA ESECUZIONE;2889697;https://www.opencup.gov.it/portale/progetto/-/cup/H81B21008560001
Lavori pubblici strade;E71B04000030001;A0293D96D6;S.P. EX S.S. N. 639: DEI LAGHI DI PUSIANO E DI GARLATE VARIANTE DI CISANO BERGAMASCO. PRIMO LOTTO STRALCIO;Infrastrutture / parcheggi;LOMBARDIA;BERGAMO;CISANO BERGAMASCO;40000000.0;AMMINISTRAZIONE PROVINCIALE DI BERGAMO;IMPRESA MILESI GEOM.SERGIO S.R.L.;01393460165;29521506.5;73.80376625;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2024-04-09;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;5.78;2;2;true;SOLA ESECUZIONE;2828801;https://www.opencup.gov.it/portale/progetto/-/cup/E71B04000030001
Lavori pubblici strade;F42E17000060001;7445908DA6;INTERO TERRITORIO DEL COMUNE DI MESSINA;Infrastrutture / parcheggi;SICILIA;MESSINA;MESSINA;39200000.0;COMUNE DI MESSINA - ME -;A2A ILLUMINAZIONE PUBBLICA S.R.L. (MANDANTE) | ACINQUE TECNOLOGIE S.P.A. (MANDATARIA) | DI BELLA COSTRUZIONI S.R.L. (MANDANTE);01302740871 | 01734970120 | 03846250987;29453022.04;75.13526030612245;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2018-10-17;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;2.0;2;2;false;SOLA ESECUZIONE;1654359;https://www.opencup.gov.it/portale/progetto/-/cup/F42E17000060001
Lavori pubblici strade;I41B19000280001;94693957F4;COSTRUZIONE STRADA DI COLLEGAMENTO FOIANO - SS 90 BIS 1' TRONCO;Infrastrutture / parcheggi;CAMPANIA;BENEVENTO;FOIANO DI VAL FORTORE;37300000.0;AMMINISTRAZIONE PROVINCIALE DI BENEVENTO;GI. MA. CO. COSTRUZIONI S.R.L. (MANDATARIA) | IMPRESA INESISTENTE (MANDANTE);00295360457 | 00784590143;29442256.973;78.93366480697051;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2022-12-29;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;4.0;3;3;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);2888905;https://www.opencup.gov.it/portale/progetto/-/cup/I41B19000280001
Lavori pubblici strade;B91B20000690005;8511677A0E;A4/A5 RACCORDO AUTOSTRADALE IVREA-SANTHIÀ A5 AUTOSTRADA TORINO - QUINCINETTO;Infrastrutture / parcheggi;PIEMONTE;TORINO;PAVONE CANAVESE;43633457.0;A.T.I.V.A. S.P.A.- AUTOSTRADA TORINO IVREA VALLE D'AOSTA;CO.GE.FA. S.P.A. (MANDATARIA) | CIMOLAI S.P.A. (MANDANTE);00982520017 | 01507200937;29287631.296;67.12195940835034;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2021-09-06;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;21.31;6;6;true;SOLA ESECUZIONE;2017865;https://www.opencup.gov.it/portale/progetto/-/cup/B91B20000690005
Lavori pubblici strade;F84E07000270001;7782512C0F;S.S. N. 131 CARLO FELICE;Infrastrutture / parcheggi;SARDEGNA;SASSARI;FLORINAS;38840000.0;ANAS S.P.A.;INDUSTRIA COSTRUZIONI S.R.L. DENOMINAZIONE ABBREVIATA IN.CO. S.R.L. (MANDANTE) | ACHENZA S.R.L. (MANDANTE) | CONSORZIO STABILE MEDIL SOCIETA' CONSORTILE PER AZIONI (MANDATARIA) | OTTOERRE GROUP S.R.L. (MANDANTE);01483060628 | 02376230906 | 02992440921 | 12154281005;29086228.3;74.887302523172;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2019-01-24;AGGIUDICATA;;0.0;0;0;true;;1599957;https://www.opencup.gov.it/portale/progetto/-/cup/F84E07000270001
Edilizia;B87G19000000005;880388186D;RIQUALIFICAZIONE GENERALE PRINCIPE UMBERTO;Riqualificazione urbana;LAZIO;ROMA;ROMA;39000000.0;ISTITUTO POLIGRAFICO E ZECCA DELLO STATO S.P.A.;I.CO.RES. S.R.L. (MANDANTE) | FRATELLI NAVARRA S.R.L. (MANDATARIA) | NUMEN S.P.A. (MANDANTE) | GRUPPO ECF IMPIANTI TECNOLOGICI E COSTRUZIONI S.P.A. O,IN FORMA ABBREVIATA GRUPPO ECF S.P.A. (MANDANTE);02320410547 | 04808921003 | 04876741218 | 05735851007;29046057.23;74.47706982051282;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2022-12-15;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;23.58;11;11;true;SOLA ESECUZIONE;2439948;https://www.opencup.gov.it/portale/progetto/-/cup/B87G19000000005
Edilizia;I91B15000180004;6329396ECC;DIVERSE INFRASTRUTTURE;Residenziale pubblico / ERS;EMILIA-ROMAGNA;PARMA;PARMA;38228333.0;COMUNE DI PARMA - PR -;CPL CONCORDIA SOCIETA' COOPERATIVA (MANDANTE) | CONSORZIO STABILE C.I.T.E.A.PARMA CONSORZIO IMPIANTI TERMICI ELETTRICI E AFFINI (MANDANTE) | CLER COOP. LAVORATORI ELETTRICI ROMANI SOCIETA' COOPERATIVA (MANDANTE) | CITY GREEN LIGHT S.R.L. | HESALIGHT A/S (MANDATARIA);00154950364 | 02314840345 | 03785880240 | 05457250586 | 32157823;28871220.29;75.52309510854161;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2017-02-27;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;7.1;3;3;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);2862600;https://www.opencup.gov.it/portale/progetto/-/cup/I91B15000180004
Edilizia;D19H05000040003;0058820BC9;PIAZZALE ALDO MORO;Riqualificazione urbana;PIEMONTE;TORINO;TORINO;48327462.0;UNIVERSITA' DEGLI STUDI DI TORINO;UNIVERSITY SERVICE PROJECT SRL;09973130017;28857166.43;59.71173580354788;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2008-04-16;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;0.0;0;0;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);1197141;https://www.opencup.gov.it/portale/progetto/-/cup/D19H05000040003
Completamento e finitura edifici;H67H24001460005;A060A11B87;COMPLETAMENTO DELL'ASSESSMENT DELLE TRATTE LATERALI E DEI BYPASS DELLA GALLERIA MONTE MARIO DX;Infrastrutture / parcheggi;EMILIA-ROMAGNA;BOLOGNA;SASSO MARCONI;45739373.0;AUTOSTRADE PER L'ITALIA S.P.A.;AMPLIA INFRASTRUCTURES S.P.A. (MANDATARIA) | C.I.EL. - COSTRUZIONI IMPIANTI ELETTROMECCANICI SOCIETA' PER AZIO NI O IN FORMA ABBREVIATA C.I.EL. S.P.A. (MANDANTE);00481670586 | 04836840589;28704422.22;62.75648382849498;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2023-12-14;AGGIUDICATA;;0.0;0;0;true;;2928436;https://www.opencup.gov.it/portale/progetto/-/cup/H67H24001460005
Edilizia;B49D99000000003;A038994F53;REALIZZAZIONE DEL CENTRO FORMAZIONE SAN MAURIZIO A BOLZANO;Scuole / formazione;TRENTINO-ALTO ADIGE;BOLZANO;BOLZANO;104420392.0;PROVINCIA AUTONOMA DI BOLZANO;VITRALUX S.R.L. (MANDANTE) | OBRIST S.R.L. (MANDANTE) | ERDBAU S.R.L. (MANDANTE) | PLATTNER S.P.A. (MANDATARIA) | ATZWANGER S.P.A. (MANDANTE);01153820210 | 01424300216 | 01673240212 | 01726900218 | 02227070212;28594112.76;27.3836481671128;Lotto rilevante;Rapporto importo/valore coerente;2024-06-21;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;5.0239;3;3;false;SOLA ESECUZIONE;2823356;https://www.opencup.gov.it/portale/progetto/-/cup/B49D99000000003
Impiantisti sottoservizi;D97B14000720001;9163198E30;SITO DENOMINATO AREA DELLO STABILIMENTO PRODUTTIVO DELLA FERRIERA DI SERVOLA RICADENTE ALL'INTERNO DEL SIN TRIESTE;Ambiente / rifiuti / depurazione;FRIULI-VENEZIA GIULIA;TRIESTE;TRIESTE;41500000.0;REGIONE AUTONOMA FRIULI VENEZIA GIULIA;I.CO.P. S.P.A. SOCIETA' BENEFIT;00298880303;28341763.76;68.29340665060242;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2022-07-22;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;8.09;1;1;true;SOLA ESECUZIONE;2320989;https://www.opencup.gov.it/portale/progetto/-/cup/D97B14000720001
Edilizia;B49E18000390004;8567072B74;BONIFICA, DEMOLIZIONE E RICOSTRUZIONE DEL PLESSO SCOLASTICO DI VIA SCIALOIA/VIA TREVI;Scuole / formazione;LOMBARDIA;MILANO;MILANO;49000000.0;COMUNE DI MILANO - MI -;SOCIETA' GENERALI COSTRUZIONI S.R.L. (MANDANTE) | UNICA S.P.A. (MANDANTE) | MULTI MANUTENZIONE SRL (MANDATARIA);02283220982 | 03666420165 | 10786530153;28116088.78;57.379773020408166;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2021-11-03;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;27.51;7;7;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);2269236;https://www.opencup.gov.it/portale/progetto/-/cup/B49E18000390004
Edilizia;F33H08000000003;0326363B41;ADDUTTRICI, RETI FOGNARIE E DEPURATORE;Sanità / RSA;LAZIO;ROMA;TUTTI;37510000.0;REGIONE LAZIO;CONSORZIO INTEGRA SOCIETA' COOPERATIVA (MANDATARIA) | PROG.IN S.R.L. (MANDANTE) | ACQUA E AMBIENTE SOCIETA' CONSORTILE A R.L. IN FORMA ABBREVIATA ACQUA E AMBIENTE S.R.L. (MANDANTE);03530851207 | 09513701004 | 10156161001;27821924.37;74.1720191149027;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2010-02-23;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;10.23;3;4;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);173602;https://www.opencup.gov.it/portale/progetto/-/cup/F33H08000000003
Lavori pubblici strade;F71B22000930002;9548455256;BOSCO DELLO SPORT;Infrastrutture / parcheggi;VENETO;VENEZIA;VENEZIA;39500000.0;COMUNE DI VENEZIA - VE -;ECOVIE S.R.L. (MANDANTE) | ZARA METALMECCANICA S.R.L. (MANDANTE) | IMPRESA COLETTO S.R.L. (MANDANTE) | BRUSSI COSTRUZIONI SRL (MANDANTE) | ADRIASTRADE S.R.L. (MANDATARIA);00190560268 | 00198480261 | 00434220315 | 01444350282 | 03170620276;27441782.863;69.47286800759494;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2023-08-30;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;5.71;1;1;true;SOLA ESECUZIONE;2697406;https://www.opencup.gov.it/portale/progetto/-/cup/F71B22000930002
Edilizia;H76D14000230008;605217197F;OPERAZIONE DI HOUSING SOCIALE CONSISTENTE NELLA PROGETTAZIONE, COSTRUZIONE, GESTIONE, MANUTENZIONE DEGLI ALLOGGI PER GLI STUDENTI DELLUNIVERSITA CA FOSCARI VENEZIA;Residenziale pubblico / ERS;VENETO;VENEZIA;VENEZIA;38000000.0;UNIVERSITA' CA' FOSCARI VENEZIA;FABRICA IMMOBILIARE SOCIETA' DI GESTIONE DEL RISPARMIO SOCIETA' PER AZIONI;07753061006;26480990.91;69.68681818421054;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2015-10-06;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;0.0;1;1;false;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO PRELIMINARE);886369;https://www.opencup.gov.it/portale/progetto/-/cup/H76D14000230008
Edilizia;J13J09000520009;05723752CA;VIA DELL' ACCADEMIA DELLE SCIENZE 6 10123,TORINO TORINO;Cultura / centri civici;PIEMONTE;TORINO;TORINO;46929284.0;soggetto privato;ZOPPOLI & PULCHER S.R.L. - COSTRUZIONI GENERALI (MANDATARIA) | NICOLA RESTAURI S.R.L. (MANDANTE);02888760010 | 05422100015;26447263.97;56.35556675017671;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-09-09;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;14.955;19;19;true;SOLA ESECUZIONE;206454;https://www.opencup.gov.it/portale/progetto/-/cup/J13J09000520009
Lavori pubblici strade;G31B05000020002;232100169C;VARIANTE DI GUIDIZZOLO;Infrastrutture / parcheggi;LOMBARDIA;MANTOVA;GUIDIZZOLO;38499000.0;AMMINISTRAZIONE PROVINCIALE DI MANTOVA;CARRON CAV. ANGELO S.P.A. CON UNICO SOCIO;01835800267;25877255.53;67.21539658172941;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2016-11-23;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;9.51;7;7;true;SOLA ESECUZIONE;2101598;https://www.opencup.gov.it/portale/progetto/-/cup/G31B05000020002
Edilizia;D79F06000100003;0013917CA8;OSPEDALE CIVICO E BENFRATELLI, G. DI CRISTINA E M. ASCOLI;Sanità / RSA;SICILIA;PALERMO;PALERMO;53894123.0;AZIENDA OSPEDALIERA DI RILIEVO NAZIONALE E DI ALTA SPECIALIZZAZIONE CIVICO- DI CRISTINA  BENFRATELLI - PALERMO;IMPRESA LUNGARINI S.R.L. - IN LIQUIDAZIONE;01416510418;25648282.568;47.590128830930226;Lotto rilevante;Rapporto importo/valore coerente;2009-02-10;AGGIUDICATA;PREZZO PIU' BASSO;37.5;13;16;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);13621;https://www.opencup.gov.it/portale/progetto/-/cup/D79F06000100003
Edilizia;B98G07000680003;05436309A8;AZIENDA OSPEDALIERO UNIVERSITARIA CONSORZIALE POLICLINICO DI BARI;Residenziale pubblico / ERS;PUGLIA;BARI;BARI;43484954.0;AZIENDA OSPEDALIERO UNIVERSITARIA CONSORZIALE POLICLINICO DI BARI;COSTRUZIONI BAROZZI SOCIETA' PER AZIONI;06605700720;25585918.929;58.83855581174123;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-02-25;AGGIUDICATA;;42.0;10;10;false;SOLA ESECUZIONE;331184;https://www.opencup.gov.it/portale/progetto/-/cup/B98G07000680003
Edilizia;D62H16000010002;89906631D1;UFFICI GIUDIZIARI;Riqualificazione urbana;SICILIA;CATANIA;CATANIA;40000000.0;MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI;INGEGNERIA COSTRUZIONI COLOMBRITA S.R.L.;02043450879;25495713.93;63.739284825;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2022-05-02;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;18.333;5;5;true;SOLA ESECUZIONE;2897386;https://www.opencup.gov.it/portale/progetto/-/cup/D62H16000010002
Impiantisti sottoservizi;E62E22000050005;B79C46ABD8;STRADE COMUNALI;Ambiente / rifiuti / depurazione;CAMPANIA;NAPOLI;NAPOLI;49865199.0;ABC ACQUA BENE COMUNE NAPOLI AZIENDA SPECIALE;EURISKO S.R.L. (MANDANTE) | INTERTRADE S.R.L. (MANDANTE) | ENERGAS ENERGIA S.R.L. (MANDANTE) | INFORMATION DEVELOPMENT AND AUTOMATION S.R.L. (MANDATARIA) | SOLOGAS S.R.L. (MANDANTE) | A2A SMART CITY S.P.A. (MANDANTE);02159020177 | 04988811214 | 06634161217 | 06965610634 | 11701910157 | 12402020015;25294761.31;50.72628168996177;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2024-06-26;AGGIUDICATA;;0.0;;;false;;17105224;https://www.opencup.gov.it/portale/progetto/-/cup/E62E22000050005
Impiantisti sottoservizi;B63E17000190001;8068736396;INTERVENTI PER LUTILIZZO DI ACQUE IRRIGUE PROVENIENTI DALLADIGE TRAMITE IL CANALE LEB, IN SOSTITUZIONE DELLE DERIVAZIONI DAL FIUME FRATTA NELLE PROVINCE DI VERONA E PADOVA;Ambiente / rifiuti / depurazione;VENETO;PADOVA;MERLARA;42000000.0;CONSORZIO DI BONIFICA ADIGE EUGANEO;KREA COSTRUZIONI S.P.A.;03416800542;25215892.4;60.037839047619045;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2020-08-13;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIÙ VANTAGGIOSA: MIGLIOR RAPPORTO QUALITÀ / PREZZO;-10.02;3;9;true;SOLA ESECUZIONE;2145428;https://www.opencup.gov.it/portale/progetto/-/cup/B63E17000190001
Edilizia;B73B08000130007;51820234A8;PIANO TELEMATICO REGIONALE;Scuole / formazione;MARCHE;TUTTE;TUTTI;38504500.0;REGIONE MARCHE;SOCIETA' GASDOTTI ITALIA S.P.A. | RETI TELEMATICHE ITALIANE S.P.A., IN FORMA ABBREVIATA RETELIT S. P.A. | FASTWEB SPA | E-DISTRIBUZIONE SPA | TIM S.P.A.;00488410010 | 04513630964 | 05779711000 | 12878470157 | 12897160151;25000000.0;64.9274760092976;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2014-06-03;AGGIUDICATA;;0.0;0;0;false;;611132;https://www.opencup.gov.it/portale/progetto/-/cup/B73B08000130007
Edilizia;J89H10000000003;0438032370;OSPEDALE MAGALINI DI VILLAFRANCA DI VERONA;Sanità / RSA;VENETO;VERONA;VILLAFRANCA DI VERONA;40000000.0;ASL DI BUSSOLENGO;APLEONA ITALY S.P.A.;04131800270;23640253.32;59.100633300000005;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-07-22;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;0.0;12;12;true;PROGETTAZIONE ED ESECUZIONE (SU PROGETTO DEFINITIVO);181497;https://www.opencup.gov.it/portale/progetto/-/cup/J89H10000000003
Edilizia;B54I11000140003;262616189B;IMPIANTI DI RISCALDAMENTO PRESENTI NEGLI EDIFICI DI COMPETENZA GESTIONALE DELLA PROVINCIA DI MONZA E DELLA BRIANZA;Riqualificazione urbana;LOMBARDIA;MONZA E DELLA BRIANZA;MONZA;45000000.0;AMMINISTRAZIONE PROVINCIALE DI MONZA E DELLA BRIANZA;OLICAR GESTIONE S.R.L. (MANDATARIA) | CARBOTERMO S.P.A. (MANDANTE);01618350050 | 02675090019;22918979.61;50.9310658;Appalto principale / molto rilevante;Rapporto importo/valore coerente;2011-12-22;AGGIUDICATA;OFFERTA ECONOMICAMENTE PIU' VANTAGGIOSA;0.0;5;5;true;SOLA ESECUZIONE;2208362;https://www.opencup.gov.it/portale/progetto/-/cup/B54I11000140003
